Date of Article,name,position,text,PTR Sentiment,Flair Sentiment,Flair Score
2024-12-03,Roy Lo,AI Adaptation Advisory,"When speaking with potential clients, I often find their challenges reflect broader industry trends. In a recent conversation with a friend at TSMC, we discussed operational difficulties stemming from rapid expansion... .0",0.5127,POSITIVE,0.9891
2024-12-03,ProTrack Analytics,76 followers,"𝐂𝐥𝐢𝐜𝐤 𝐡𝐞𝐫𝐞 𝐓𝐨 https://lnkd.in/g8WF5vqp 𝐠𝐞𝐭 𝐰𝐞𝐥𝐥-𝐫𝐞𝐬𝐞𝐚𝐫𝐜𝐡 𝐫𝐞𝐩𝐨𝐫𝐭 The XXXX market, valued at 8.6 billion in 2024, will grow to 12.42 billion by 2031, with a CAGR of 6.32%. Key drivers include technological advancements, shifting consumer preferences, and expanding market applications across industries. #2.5dand3dsemiconductorpackagingmarket #2.5d #2.5dand3dsemiconductorpackagingmarketsize #2.5dand3dsemiconductorpackagingmarketshare #2.5dand3dsemiconductorpackagingmarketforecast <li>industrial<li>automotiveandtransport<li>itandtelecommunication<li>others <li>3dtsv<li>3dfanout<li>2.5d # # # # # # # # # # # # # # # # #",0.5176,POSITIVE,0.9922
2024-12-03,Frederick Chen,Senior Technology Manager at Winbond Electronics,"A patent application filed 2020 by TSMC reveals that they have encountered a serious EUV absorber peeling problem due to the hydrogen plasma conditions in the EUV systems. Consequently, some of the mask area cannot be used for feature patterns but as hydrogen release openings.",0.5093,NEGATIVE,0.9999
2024-12-03,Kumar Priyadarshi,Building TechoVedas | Global Foundries | NUS | IITB | IISER,"5 Reasons why Semiconductor Industry is Hard to Crack:  🚀 Intense Capital Investment:   Building a new semiconductor fabrication plant (fab) can cost tens of billions of dollars.  Example: TSMC's new fab in Arizona is estimated to cost over $40 billion.  The extreme precision required in semiconductor manufacturing necessitates cleanroom environments and specialized equipment, significantly driving up costs.  🚀 Semiconductor fabrication plant (fab)  Moore's Law, which states that the number of transistors in a dense integrated circuit doubles approximately every two years, 1 continues to drive rapid innovation.  Example: The transition from 7nm to 5nm and now 3nm process nodes requires significant R&D investments and technological breakthroughs.  The relentless pace of technological advancement forces chipmakers to constantly invest in research and development to stay competitive.  🚀 Complex Manufacturing Process:  Semiconductor manufacturing involves hundreds of steps, each with a low margin of error.  Example: Photolithography, a critical step in chipmaking, requires precise alignment of masks to create intricate circuit patterns.  The intricate and delicate nature of the manufacturing process necessitates highly skilled workers, advanced equipment, and stringent quality control measures.  🚀 Semiconductor manufacturing process  Semiconductor chips are manufactured in a global supply chain involving multiple countries and regions.  Example: A single chip may involve components sourced from the US, Europe, Japan, South Korea, and Taiwan.  The complex and interconnected nature of the global supply chain makes it vulnerable to geopolitical tensions, trade disputes, and natural disasters, which can disrupt production and increase costs.  🚀 Highly Skilled Workforce:  Semiconductor engineers and technicians require years of specialized training and education.  Example: A semiconductor engineer may need a PhD in electrical engineering or materials science.  The demand for highly skilled workers in the semiconductor industry often exceeds supply, making it challenging to attract and retain top talent.  For all semiconductor and AI Related content, follow ------ P.S: If you like writings like these, we have compiled 100s of such questions in our book- The semiconductor Saga- a book that teaches you everything about semiconductors in simple words. Link in comments.",0.5283,POSITIVE,0.9574
2024-12-03,Govt Jobs ,"5,770 followers","Intel CEO Gelsinger forced out as chip giant falls behind Nvidia, TSMC - Geo Live Tv For Apply just Click link below or Visit website http://geolive.tv",0.521,NEGATIVE,0.9956
2024-12-03,CommonWealth English 天下雜誌英文網,"10,987 followers","Despite Intel Corporation securing the much-needed CHIPS Act grant, the company's board has ousted CEO Pat Gelsinger, citing a lack of confidence in his ambitious turnaround plan, which they deemed insufficiently effective and too slow to deliver results.  In the interim, Chief Financial Officer David Zinsner and senior executive Michelle Johnston Holthaus will serve as co-chief executive officers while the board searches for a permanent successor.  At this year’s Computex, Gelsinger found himself in a challenging position, facing intensifying competition from,, and, while striving to close the gap with.  What was his plan to catch up with TSMC? To read the article, please find the link in comments.",0.5266,NEGATIVE,1.0
2024-12-03,ProTrack Analytics,76 followers,"𝐂𝐥𝐢𝐜𝐤 𝐡𝐞𝐫𝐞 𝐓𝐨 https://lnkd.in/dzZqaQVH 𝐠𝐞𝐭 𝐰𝐞𝐥𝐥-𝐫𝐞𝐬𝐞𝐚𝐫𝐜𝐡 𝐫𝐞𝐩𝐨𝐫𝐭 In 2024, the XXXX market is valued at 19.6 billion, and by 2031, it is projected to hit 28.67 billion, growing at 6.55% CAGR. servicemarket # servicemarketsize servicemarketshare servicemarketforecast (mems)<li>integratedphotonics<li>others <li>22nm<li>28nm<li>40nm<li>55nm<li>others # # # # # # # # .a. # # #",0.513,POSITIVE,0.9104
2024-12-03,First Step Strategies,165 followers,"𝐂𝐥𝐢𝐜𝐤 𝐡𝐞𝐫𝐞 𝐓𝐨 https://lnkd.in/gUF8-p5v 𝐠𝐞𝐭 𝐰𝐞𝐥𝐥-𝐫𝐞𝐬𝐞𝐚𝐫𝐜𝐡 𝐫𝐞𝐩𝐨𝐫𝐭 The global XXXX market’s value will increase from 9.5 billion in 2024 to 19.55 billion by 2031, driven by a CAGR of 12.79%. <li>powermanagementunits<li>radardevices<li>processingunits<li>others -in-package(sip)<li>heterogeneousintegration # # # # # # # #",0.5241,POSITIVE,0.9798
2024-12-03,Expanse Explorers,82 followers,𝐂𝐥𝐢𝐜𝐤 𝐡𝐞𝐫𝐞 𝐓𝐨 https://lnkd.in/dSmXFUJa 𝐠𝐞𝐭 𝐰𝐞𝐥𝐥-𝐫𝐞𝐬𝐞𝐚𝐫𝐜𝐡 𝐫𝐞𝐩𝐨𝐫𝐭  hashtag #finfettechnologymarket  hashtag #finfet  hashtag #technology  hashtag #finfettechnologymarketsize  hashtag #automotive#tsmc,0.511,POSITIVE,0.8087
2024-12-03,Oscar F Muñoz,Investor and Entrepreneur,"🚀 Intel’s Leadership Shake-Up: A Turning Point or Last Chance? 🛠️  In a surprise move, Intel's CEO Pat Gelsinger has announced his (forced) retirement. The market reacted with optimism, sending shares up 📈 4.5% in premarket trading. But does this signal a comeback—or just a temporary spark?  💡 Let’s not forget: Intel, once the king 👑 of semiconductors, has struggled to keep up in an industry that’s booming like never before. While NVIDIA, TSMC, and Qualcomm thrive 🏆, Intel has faced declining sales 📉, a paused global expansion 🌍, and the painful decision to slash jobs 💔.  With Gelsinger out, new opportunities emerge: 💥 Breakup possibilities—Splitting factories and product divisions 💥 Potential deals—Reviving interest from Qualcomm or Apollo 💥 Strategic divestitures—Selling units like Altera or Mobileye  This transition is not just a change in leadership—it’s a test of Intel’s resolve. Will it rise like a phoenix 🐦‍⬛ from the ashes, or will it crumble further in the face of relentless competition?  📣 Your take: Is this Intel’s chance to redefine its future, or is it too little, too late? Let’s dive into what this could mean for the tech industry’s future!",0.5223,NEGATIVE,0.9748
2024-12-03,VibeCraft,153 followers,"𝐂𝐥𝐢𝐜𝐤 𝐡𝐞𝐫𝐞 𝐓𝐨 https://lnkd.in/gdbWj6RE 𝐠𝐞𝐭 𝐰𝐞𝐥𝐥-𝐫𝐞𝐬𝐞𝐚𝐫𝐜𝐡 𝐫𝐞𝐩𝐨𝐫𝐭 The XXXX market, valued at 9.5 billion in 2024, is projected to grow at a CAGR of 10.41%, reaching 17.21 billion by 2031. This growth will be fueled by technological advancements and increased demand in key industries worldwide. <li>computersandtablets<li>wearables<li>high-endnetworks<li>automotive<li>others <li>20nm<li>16nm<li>14nm<li>10nm<li>7nm # # # #",0.5259,POSITIVE,0.9941
2024-12-03,Philip C.,Emerging Technologies for High-Tech Manufacturing,"Intel's board lost trust in the CEO they hired to turn things around and retake the crown from TSMC. But, fostering technology leadership is an ongoing process that can’t be conveniently measured in fiscal quarters. Some thoughts on what's really going on and what happens next.",0.5331,NEGATIVE,0.9256
2024-12-03,Jobs For Arizona's Graduates,808 followers,"Calling all recent graduates and JAG Alumni!   We are excited to announce an amazing apprenticeship opportunity with TSMC, the worlds first dedicated semiconductor foundry. The enrollment for the Apprenticeship Program is currently open and ends February 19, 2025!  To learn more about this amazing opportunity and begin the application process visit:",0.5135,POSITIVE,0.9983
2024-12-03,ByteHarbor Exchange,72 followers,"𝐂𝐥𝐢𝐜𝐤 𝐡𝐞𝐫𝐞 𝐓𝐨 https://lnkd.in/dSuRRsHk 𝐠𝐞𝐭 𝐰𝐞𝐥𝐥-𝐫𝐞𝐬𝐞𝐚𝐫𝐜𝐡 𝐫𝐞𝐩𝐨𝐫𝐭 The market size of Through Silicon Via (TSV) Market, valued at $2.8 billion in 2023, is projected to reach $8.2 billion by 2033, expanding at a CAGR of 11.5% between 2024 and 2033. The report comprises various segments and analyzes significant trends and factors influencing market growth. (TSV)Market . .< >< >",0.5471,POSITIVE,0.9943
2024-12-03,Exportsemi China,One stop sourcing platform for quality Chinese semiconductor,"In May 2023, an accident at TSMC's Arizona plant that resulted in the death of a worker sparked a six-month investigation by the Arizona Department of Occupational Safety and Health. The findings show that has failed to completely eliminate safety hazards that could lead to death or serious injury. On November 7, TSMC was fined $16,131, an important warning for the Asian company to adapt to U.S. safety regulations. At the same time, is also facing a lawsuit over alleged discrimination against Asians in the hiring process. These incidents have not only raised questions about TSMC's success in transplanting its local management culture, but also reflected the difficulties of the company's cross-cultural operations. However, the U.S. Department of Commerce remains confident in TSMC's ability to adapt, approving $6.6 billion in subsidies under the Act and plans to release at least $1 billion in 2024. This shows the U.S. government's expectation of TSMC to meet the challenges and achieve cultural and institutional integration. 👏 for more info: 👏",0.5332,NEGATIVE,0.9992
2024-12-03,VibeCraft,153 followers,"𝐂𝐥𝐢𝐜𝐤 𝐡𝐞𝐫𝐞 𝐓𝐨 https://lnkd.in/gQFTDHBd 𝐠𝐞𝐭 𝐰𝐞𝐥𝐥-𝐫𝐞𝐬𝐞𝐚𝐫𝐜𝐡 𝐫𝐞𝐩𝐨𝐫𝐭 The global XXXX market is valued at 27.4 billion in 2024 and will reach 57.69 billion by 2031, growing at a CAGR of 13.22%. <li>industrial<li>automotive&transport<li>it&telecommunication<li>others <li>3dtsv<li>3dfanout<li>others # # # # # # # # # # # # #",0.5206,POSITIVE,0.9855
2024-12-03,Ts. Mohd Faiz Zainal Abidin,"Assistant General Manager - NFV, IT & Cloud Infrastructure, Data Centre & Edge","Intel CEO Pat Gelsinger has resigned, effective 1 December 2024, less than four years into his tenure, due to the board’s lack of confidence in his turnaround plan. The board felt his ambitious plan to restore Intel’s chipmaking lead was not progressing fast enough and that the company’s performance had fallen short of expectations.  Gelsinger’s departure comes as Intel faces challenges in delivering on its manufacturing and Artificial Intelligence (AI) capabilities, leading to lost contracts/orders, amidst the company’s struggles to compete with rivals like TSMC, NVIDIA and AMD.  The company will search for a permanent successor while interim co-CEOs David Zinsner and Michelle Johnston Holthaus lead.  Imagine the next Intel CEO will be another Taiwanese semiconductor professional and industry expert, will Intel be able to catch up with NVIDIA? 🤔  Reference:",0.541,NEGATIVE,0.9998
2024-12-03,LaoBing ZH,Lead DevOps Engineer(AI-First),"# Insights from the Departing White House Chief Tech Advisor on AI  As the Biden administration winds down, Arati Prabhakar, Director of the White House Office of Science and Technology Policy (OSTP), shared her perspectives on artificial intelligence (AI) in a recent interview with *MIT Technology Review*. Here are the key points:  ## The Dual Nature of AI  Prabhakar highlighted both the achievements and risks of AI, such as deepfakes and gender-based violence. She has worked with the Gender Policy Council to promote industry accountability, though legislative solutions are still in progress. Concerns about AI chatbots have emerged as a more immediate threat compared to bioweapons.  ## Trust in Government Institutions  Building public trust in AI tools is crucial, especially in national security and law enforcement. Prabhakar emphasized the need for responsible use of technologies like facial recognition to ensure privacy and security.  ## Immigration Policy and Talent  She stressed that immigration policy plays a vital role in attracting global talent to the U.S. AI sector, warning that current political dynamics could hinder this effort.  ## Optimism About the CHIPS Act  Prabhakar expressed optimism regarding the CHIPS Act, which aims to boost U.S. semiconductor manufacturing. Investments from companies like Intel and TSMC indicate a positive shift toward domestic production.  ## Restoring Trust in Science  Finally, she noted the importance of restoring public trust in science, particularly given disparities in health outcomes. Greater transparency and accountability from the scientific community are essential.  ## Conclusion  Prabhakar's insights highlight the need for accountability, responsible technology use, and inclusive talent policies as we navigate an AI-driven future. With thoughtful leadership, AI can serve as a positive force for society.",0.5307,POSITIVE,0.9981
2024-12-03,BiyaPay,543 followers,"🔥【December 3】Overnight important updates at a glance 1️⃣According to CME's ""Fed Watch"", the probability that the Federal Reserve will keep current interest rates unchanged until December is 25.5%, and the probability of cutting interest rates by 25 basis points cumulatively is 74.5%. The probability of keeping current interest rates unchanged by January next year is 20.6%, the probability of a cumulative 25 basis point interest rate cut is 65.1%, and the probability of a cumulative 50 basis point interest rate cut is 14.3%. 2️⃣On Monday, U.S. stocks closed with mixed gains, with the Dow falling 0.29%, the Nasdaq rising 0.97%, and the S&P 500 rising 0.24%. Both the Nasdaq and S&P 500 hit record highs. All large technology stocks closed higher. Tesla closed up 3.46%, Meta Platforms rose 3.22%, Microsoft rose 1.78%, Google A rose 1.5%, Amazon rose 1.36%, and Apple rose 0.95%. Chip stocks collectively strengthened, with TSMC rising by more than 5%, Arm Holdings rising by more than 4%, AMD and ASML rising by more than 3%, and Broadcom and Qualcomm rising by nearly 3%. Super Micro Computer rose nearly 29%. The review found no misconduct and decided to replace the chief financial officer. The Nasdaq China Golden Dragon Index closed up 0.98%. Most popular Chinese concept stocks rose. Xpeng Motors rose more than 5%, Bilibili rose nearly 4%, Pinduoduo rose more than 2%, and NetEase and Baidu rose more than 1%. . In terms of declines, Li Auto fell by more than 3%, and Weilai and Alibaba fell by more than 1%. 3️⃣Market conditions: On the 3rd day of the Hong Kong stock market, the Hang Seng Index opened up 35.06 points, or 0.18%, to 19585.35 points; the Hang Seng Technology Index opened up 7.96 points, or 0.18%, to 441 3.91 points; the state-owned enterprise index opened up 9.15 points, or 0.13%, to 7018.2 points; the red chip index opened up 0.8 points, or 0.02%, to 3569.58 points. Most large technology stocks rose, Xiaomi Group -W rose 1%, Tencent Holdings rose 0.85%, Baidu Group -SW, JD Group -SW rose red, Alibaba, Meituan -W fell slightly; institutions pointed to the update of U.S. sanctions on China's semiconductors, This forced the localization of the entire industry chain to accelerate, and semiconductor chip stocks generally rose. Hua Hong Semiconductor rose nearly 3%, and SMIC rose about 1%. Hong Kong Broadband rose 7%, and received an acquisition offer from China Mobile.",0.5631,NEGATIVE,0.9955
2024-12-03,TSMC,"628,482 followers","The semiconductor industry is a dynamic landscape of innovation, where the future is shaped.  Explore the latest advancements and emerging trends by joining Executive VP and Co-COO, Dr. Y.J. Mii, for his visionary keynote, ""Semiconductor Industry Outlook and New Technology Frontiers,"" at IEDM 2024 on December 9th PST.  Register now:",0.5321,POSITIVE,0.9979
2024-12-03,Erudite Asia,"1,278 followers","2024-12-03: Cognitive Asia  Good Morning,   Below are some of the most important developments in the artificial intelligence, semiconductors, and cloud computing sectors in Asia today.  South Korea: South Korea's Strategic Boost in Data Center Cooling Exports Amid AI Growth In the backdrop of a rapidly growing artificial intelligence sector, South Korea's industry minister has unveiled plans to boost the export of cooling equipment for data centers.  South Korea: Samsung's Strategic Shifts in the AI-Driven Memory Market Samsung Electronics, a key player in South Korea's semiconductor industry, is encountering significant challenges as the global memory market transitions towards artificial intelligence (AI) technologies.  Samsung Electronics, a key player in South Korea's semiconductor industry, is encountering significant challenges as the global memory market transitions towards artificial intelligence (AI) technologies.  Taiwan: Navigating Semiconductor Market Shifts Amidst US-China Tensions In the ever-evolving landscape of international trade and technology, the tensions between the United States and China continue to shape the dynamics of the semiconductor market, particularly affecting Taiwan Semiconductor Manufacturing Company (TSMC).  China: China's NEV Industry Surges with Record Sales and Strategic Alliances In November, the Chinese automotive market witnessed unprecedented growth, particularly in the new-energy vehicles (NEVs) sector, fueled by rapid advancements in NEV technology and increased investments in product development, marketing, and charging infrastructure.  South Korea: Samsung Unveils AI Subscription Club, Rivals LG in Competitive Home Appliance Market Samsung Electronics has unveiled the AI Subscription Club, an innovative subscription service focused on AI-driven home appliances, positioning itself to compete with LG Electronics in the burgeoning subscription market.  Read more on these issues at Cognitive Asia on Substack:",0.5563,POSITIVE,0.9532
2024-12-03,AHMED ELSHABSHIRY,--,"Today (29) is the last trading day of November for Taiwan stocks, and with the arrival of December, this year will also come to an end. Various local investment advisors have also released their outlooks for Taiwan stocks in 2025 at the end of this month, and most of them are optimistic that Taiwan stocks will challenge new highs next year, with Monte Jade and CITIC giving the highest high of 27,500 points.  Regarding the outlook for 2025, all the investment advisors believe that the profits of Taiwan's listed companies and Taiwan's GDP are expected to continue to grow, which is expected to further boost the weighted index, and each advisor predicts that Taiwan stocks will reach a high of 25,000 to 27,500 points next year. However, it is still necessary to pay attention to the policies introduced by Donald Trump after his inauguration, which may affect the stock market due to political and economic uncertainties. If there is a pullback, the lows predicted by various investment advisors are around 20,000~21,500 points, and there will be a strong support near the annual line, which is considered by the advisors to be a good opportunity to lay out the market on the low side.  Cathay United Bank's chief economist Lin Kai-chiu believes that next year will be a year of “chaos and prosperity”, considering Trump's possible immigration and tariff policies, which will lead to a “chaotic world” of the economy once it happens, but due to the market's abundant capital, resulting in the financial sector is still “prosperity”, corporate surpluses are expected to grow by double digits, and optimistic about the performance of the stock markets in Taiwan and the U.S. in 2025, with the Taiwanese stock market expecting to see double-digit growth. In addition, the stock market performance of Taiwan and the U.S. in 2025 is optimistic, with Taiwan's stock market expected to see double-digit growth, and the index is expected to break through 25,000 points next year to reach a new high.  Fan Zhenhong, General Manager of Quni Investment Consulting, predicts that the biggest external variables in 2025 will be Trade War 2.0 and Trump 2.0, and TSMC (2330) will still lead the attack throughout the year. Quni's team predicts that the target price of TSMC in 2025 will be NT$1,380, which translates into the annual high of the weighted index to challenge 26,500 points, with the possible time point falling in Q1 or Q4, and the low point falling in the annual line position of 21,500 points. Point annual position, but in TSMC, ETF, “two guardian of the state” support, judgment to occur again in July this year, the chances of a sharp fall is not high, if really due to profit-taking selling pressure welling up, “Trump adviser” surprise speech and other shortcomings and heavy setbacks, it will be a good buy to enter the layout of the market, and optimistic about self-driving car-related, AI and robotics and other related concepts.",0.5614,NEGATIVE,0.9214
2024-12-03,coco huang,"Electronic components # Strong line : TI,NXP,ST,Infineon,ON,etc PCB# Strong line : Taconic,Arlon,Nelco","🌟 Exciting news in the semiconductor industry! In Q3 2024, the world's top 10 semiconductor companies saw a remarkable 38% year-on-year increase in net profits, totaling $30.4 billion. NVIDIA alone contributed a staggering 60% of this growth, showcasing the immense demand for AI technology. This performance highlights the resilience and potential of the semiconductor sector, with TSMC, Samsung, Qualcomm, Intel, AMD, Texas Instruments, Micron, and SK Hynix also making significant strides. As we move forward, the integration of AI continues to drive innovation and profitability in our industry. Let's embrace this momentum and explore new opportunities together! 💡",0.5858,POSITIVE,0.9998
2024-12-03,Michael Li,"Technical Director, Qraft Technologies Hong Kong Limited","In order to enhance the transaction opportunities of intraday zero-share trading, from today (2), the aggregation interval has been shortened from 1 minute to 5 seconds, and the zero-share buying orders have also increased significantly, of which the zero-share turnover of TSMC exceeded 23% of the previous trading day in just half an hour after the opening of the trading session.  Looking at today's performance of the Taiwan stock market, benefited from the AI theme led by technology stocks tampering rise, TSMC (2330) in the early morning session smoothly returned to $ 1,000, the intraday price of $ 1,030, an increase of about 3.41%, in which the zero-share turnover in the opening of the trading session of only half an hour to 240,209 shares, has reached the last trading day 10,383,346 shares of the 23.13%, apparently zero-share trading summary interval shortened to produce the effect.   It is understood that the Taiwan Stock Exchange in October 2020 launched the “intraday zero stock trading system”, as of the end of October this year, zero stock trading daily average turnover amounted to 2.968 billion, more than 50% of the concentration of the Taiwan 50 constituent stocks. Overall, the number of trading accounts has increased significantly, with the investment community under the age of 30 experiencing the greatest growth, accounting for approximately 28% of the total.  The FSC has previously indicated that it expects that the shortening of the intraday zero-share aggregation time to 5 seconds will promote intraday zero-share liquidity and increase the number of opportunities to invest in intraday zero-share transactions. However, the FSC also reminded investors that they should still carefully assess the transaction costs and their own financial strength, and should also understand the company's financial and business fundamentals and pay attention to the related investment risks.",0.5648,NEGATIVE,0.9979
2024-12-03,Cassandra Sejour,--,"As the US continues its heavy-handed restrictions on Chinese semiconductors, some manufacturers are finally losing their grip. China's domestic Arm server CPU design company “Guangdong Hongjun Microelectronics” is rumored to lay off 50% of its staff, the reason for which is rumored to be directly related to TSMC's supply cut-off.  Comprehensive mainland media “Electronic Engineering Album”, “cnBeta” reports, Hongjun Microelectronics plans to lay off all departments, not only part of the department's layoff ratio is quite high, the company's 300 people will also have 150 people lose their jobs. The reason for its large-scale layoffs, it is believed that with TSMC on November 11 supply cut-off can not be unrelated. Huawei was found in October, AI processor Ascend (Ascend) 910B using TSMC-made chips, in violation of the U.S. chip ban, TSMC has been cut off from November 11, China's supply of 7nm and more advanced chips. Now, the rumors of layoffs and insufficient funds to continue R&D and market competition indicate that China's semiconductor industry is facing a serious challenge.  Established in 2021, Hongjun Microelectronics has a registered capital of more than RMB 24.09 million (about NT$100 million). The founder, Shen Rong, has more than 20 years of experience at Intel, and was involved in the research and development of x86-based servers to replace the RISC-based servers, while the chief technology officer, Chen Weixiang, was the former chief architect of the Pentium internal core.",0.5378,NEGATIVE,0.9998
2024-12-03,ANNY Y.,Semiconductor Distributor | Workwear Supplier | Startupper | Runner,"hashtag #Intel's board gave CEO Pat Gelsinger the option to retire or be removed due to concerns over the progress of his ambitious turnaround plan, which sought to restore the company to its former leadership in the industry. Despite Gelsinger's efforts to reinvigorate Intel with large investments in manufacturing and technology, the company struggled with delays in its chip production timeline, losing ground to competitors like TSMC and AMD. These challenges, combined with the growing pressure from investors for faster results and improved financial performance, led the board to reassess Gelsinger’s leadership. His plan, though bold, faced significant execution hurdles, and ultimately, Intel's board needed to determine whether a change in leadership would better position the company for future success.  Intel’s recent self-rescue efforts over the past few months can be distilled into three key strategies: -Burden reduction  -External assistance -Pie-in-the-sky ambitions  Despite these efforts, Intel’s self-rescue measures have been met with mixed results. The foundry business is still far from turning around, and the company's competitive position in the semiconductor market remains fragile. Intel’s delays in advancing its process nodes, especially compared to TSMC, are worrying. The new Arizona wafer factory, which was supposed to come online in 2025, is also facing delays, further complicating Intel’s ability to meet its 18A goals. Moreover, Intel’s product performance has been underwhelming, with its new Core Ultra 200 series processors failing to generate the expected market excitement.  Intel’s efforts to capitalize on the AI boom have not yet paid off either. Despite Gelsinger's optimism about Intel’s AI roadmap, market realities tell a different story. The company’s Gaudi chips, which were touted as a major growth driver, have underperformed. Sales expectations for the Gaudi series have been slashed, and shipments of the upcoming Gaudi 3 chip are expected to be reduced by at least 30% in 2025.  Intel’s road to recovery remains long and uncertain. The company’s ambitious plans, from the 18A process to AI-driven products, are still in their infancy, and the challenges they face in execution are significant. While Intel has made progress in reducing costs and seeking external help, it remains to be seen whether these measures will be enough to restore the company to its former glory. The real test will come when the 18A process is put into mass production and when Intel’s AI products are tested in the marketplace. For now, investors and industry watchers are holding their breath, hoping that Intel can turn things around—but the road ahead is anything but clear.  Semiconductor /drone broker: YM Innovation Technolgy (Shenzhen)Co.,Ltd Email:",0.5479,NEGATIVE,1.0
2024-12-03,TrendForce Corporation,"8,417 followers","🚀 The race for advanced nodes heats up: TSMC’s Kaohsiung fab targets 2nm mass production in 2025, Samsung is also installing its own 2nm line.  💰 Meanwhile, Intel secures $7.86B in CHIPS Act funding. A lot is happening in the chip industry!  💡More:🔗",0.5277,POSITIVE,0.9923
2024-12-03,Greater Phoenix Economic Council,"22,322 followers","The Taiwanese restaurant scene is flourishing in City of Phoenix, with three new restaurants opening in the last year alone, cultivating Taiwanese food and culture near TSMC. |",0.5692,POSITIVE,0.9983
2024-12-03,Ollie Law,I connect people with resilience pros through ResilienceWEB & Fixinc.,"Imagine a single thread so delicate yet so powerful that it could unravel the entire tapestry of modern technology.  This isn't science fiction. This is the hidden story of TSMC—a Taiwanese manufacturer quietly holding the world's digital future in its hands.  Semiconductors aren't just chips. They're the invisible architecture of our connected reality, smaller than a virus yet more intricate than our most complex machines.  Picture 15 billion transistors—each one barely wider than a strand of human hair—compressed into the device you're reading this on right now. Manufactured by a company founded by a very smart man.  But herein lies the risk.  This extraordinary ecosystem balances on a razor's edge as the China-Taiwan geopolitical tension could transform these microscopic marvels from technological miracles into global vulnerability.  And according to US intelligence, it could all kick off by 2027.  Our latest Deep Dive doesn't just explore a risk. It unveils a hidden narrative where technology, politics, and human ambition converge in ways you've never imagined.  The future isn't just being built. It's being calculated, one nanometre at a time.  Discover the story behind the story. Because understanding isn't just knowledge. It's power.",0.5227,POSITIVE,0.9992
2024-12-03,TSMC Japan 3DIC RD Center HR,Recruiter at TSMC,😯 熱機械材料特性評価エンジニア（QRラボ）の募集ページを更新致しました。,0.5,POSITIVE,0.9905
2024-12-03,Martin Eftimoski,Working in real estate | Ex-BCG | Ex-RBA,"“We have to deliver better products to the PC ecosystem than any possible thing that a lifestyle company in Cupertino makes"", Gelsinger reportedly told Intel employees.  He wasn't wrong, but Intel needed to be looking to TSMC as their competitor, not a lost client. But that ""lifestyle company"" is now pumping out processing power at a price and electrical efficiency that is starting to seem very interesting indeed. I would not be shocked at all, if there were some conversations internally at Apple about the potential to make a play for commercial grade AI.",0.5523,NEGATIVE,0.9996
2024-12-03,Roger Ng,Investor Relations I Financial Communications I Fundraising I US IPO,"Intel's board gave CEO Pat Gelsinger the option to retire or be removed, ending his costly and ambitious plan to return the American icon to its former glory.  Stock rose sharply on the news 🚀 it must suck to see market celebrating your departure even before they appoint anyone.  Once the biggest chipmaker in the world, Intel has fallen out of the industry’s top 10 companies by market capitalization, a list now led by Nvidia and TSMC.  This is what missing the boat looks like -  During Pat's tenure - Intel share price has fallen nearly 61% whereas Nvidia is now the world's most valuable company.  The irony now is that the new CEO coming in would be downsizing rather than expanding Intel as it is increasingly clear they have to sell their manufacturing and contract foundry businesses (just cant win Taiwan)",0.561,NEGATIVE,0.9998
2024-12-03,Erudite Asia,"1,278 followers","Taiwan Semiconductor Manufacturing Co., Ltd.'s stock market is weak after falling. Xie Jinhe: Semiconductors have reached a critical moment  TSMC's stock price is struggling, recently trading around 1,000 yuan after a drop to 992 yuan. Xie Jinhe, chairman of Xinhua Media, links this decline to former President Trump's claims about American technology theft, contributing to the broader downturn in the Taiwan stock market. He identifies three main challenges for TSMC and the Taiwanese semiconductor sector: Trump's statements, competitive pressures from China's mature processes, and a decline in demand from China.  In November, TSMC's stock fell by 44 yuan, from 1,090 to 992 yuan. Xie emphasized that the semiconductor industry is at a critical juncture, with Taiwanese companies facing not just fundamental issues but also uncertainties from Trump's variable stance and competition from China. Other firms like UMC and AMD are already feeling the pressure, with UMC's stock dropping by 9.55% in November.  Xie warns that losing the edge in mature processes would significantly impact TSMC, which is already seeing price reductions in its mature process products. The previously high demand from China has diminished, leading to a decline in stock prices for global semiconductor equipment manufacturers, including ASML and Applied Materials. This trend indicates substantial challenges ahead for TSMC in a difficult market environment.    Want more analysis of major developments in AI, semiconductors, and cloud computing in Asia? Subscribe now to the Cognitive Asia newsletter--free of charge--at Substack",0.5436,NEGATIVE,0.9691
2024-12-03,Peter Hromuľák,Integration Center Project Manager,ASML for Netherland is like TSMC for Taiwan👏,0.502,NEGATIVE,0.9405
2024-12-03,Masanori Kusunoki,"Director General at Digital Agency, Government of Japan",盤石といわれたIntelの失策は何度かありました。64bit化では互換性よりも性能の伸び代を優先したVLIWプロセッサが市場から受け入れられず命令セット策定の主導権をAMDに取られたこと。スマホ向けSoCでも1997年にDECからStrongARMプロセッサを譲り受けて、一時はPDA向けSoCで高いシェアを持っていましたがiPhone登場前夜の2006年Marvellに売却しています。直近の失策は投資を手控えて微細化技術でTSMCの後塵を拝したことですが、x86のエコシステムに支えられていながらNVIDIAやAMDと比べてソフトウェアを軽視した技術開発のツケも無視できないのではないでしょうか。,0.5,POSITIVE,0.9284
